,Tweets,id,subtask_b,subtask_c,
1612,@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!,70372,TIN,GRP,
4141,.@USER You are deplorable despicable disgusting!  URL,76303,TIN,IND,
959,@USER @USER She is such a disgusting hypocrite!,87824,TIN,IND,
2160,@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....,28260,TIN,GRP,
1740,@USER you are a traitor URL,70473,TIN,IND,
9072,@USER You will see more and more shocking vigilante style justice like this. Liberals on these courts are out of control.Swamp creatures in DC beware. Start serving the U.S. citizens 1st. Lot of fed up Americans across this great country of ours. URL,98765,TIN,GRP,
11059,@USER @USER @USER @USER @USER You are under a delusion if you think calling HRC backers idiots is attacking the messenger. They are not the MESSENGERS they are the ones that signed for and took delivery of the message. But that was packaged and sent by the DNC.,43764,TIN,OTH,
3244,@USER you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go to hell.,58294,TIN,IND,
12289,@USER @USER It doesnt matter who said it.  YOU ARE CORRECT .  If anyone that stupid to out your life and families lives in jeopardy based on politico. Dam fool.,23564,TIN,IND,
9445,@USER @USER @USER Character assassination and intimidation are two of the favorite weapons Liberals use against those who do not agree with them. Some(like Ms Waters) promote violence &amp; support Antifa ( who has actually stated they want to kill Trump and his supporters). Skeptical ?.lol @USER,88729,TIN,GRP,
10798,@USER @USER Serena was outplayed &amp; acted like a spoiled brat. She is not above the rules,39211,TIN,IND,
2757,@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.,24498,TIN,GRP,
9687,@USER @USER No they aren’t! They have all said she could speak in or out of the public &amp; she should be heard! Stop spreading lies! Of course u liberals think u should just ruin his life with no evidence,87056,TIN,GRP,
8949,#ShameOnYou #conservatives proud of yourselves for inflicting such horrors on the folk of #Palestinian.…... URL,83941,TIN,GRP,
11511,@USER @USER Fair point but i didnt make the meme and couldnt take the big gov sucks off of it. And besudes meddling in many counties politics and economics. He funds antifa black lives matter to try and divide we the people to try and tear the country apart URL,60140,TIN,IND,
7178,@USER @USER See as he thick. A bad bitch.,50012,TIN,IND,
10610,@USER @USER @USER Fk River you are a sick individual. Get a life or make the world a better place or end yours. No loss trash IMHO,84074,TIN,IND,
11790,@USER @USER Truth. All you need to do is see what any of them threaten if even moderate gun control proposals are seriously talked about.,71901,TIN,OTH,
4872,@USER @USER @USER @USER have become the party of “the Sky is falling” and “we are all going to die”.  What a sad bunch.,16289,TIN,OTH,
9018,@USER @USER This clown need maga listeners.   Nothing more nothing less.   Total fraud.,57973,TIN,IND,
3756,@USER Liberals like you WILL never convince us to become lazy entitled victims. But keep trying. I just feel sorry for your son. Having to be raised by someone who will only impart him with the mindset of self-hate and victim-hood.,19675,TIN,GRP,
5014,"@USER @USER @USER @USER Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event.""",10703,TIN,GRP,
12217,"@USER The democrats are becoming more despicable by the day! There is no bottom to their vitriol and lies"" barrel.  Why liberals go along with this makes no sense.""",65323,TIN,GRP,
6748,@USER what happened to your kids ? how are they still alive? you are a backstabber and a fraud,26918,TIN,IND,
12036,@USER @USER @USER She is really talking nonsense.. can she talk like this for Bible and Quran?,43439,TIN,IND,
5772,@USER He schools read a ammo box warning label...,32201,TIN,IND,
781,You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL,60966,TIN,IND,
9635,@USER IK never did. He is liar.,51033,TIN,IND,
5907,@USER @USER she is a zombie.,97413,TIN,IND,
12995,@USER Illegal Immigrants:  Human Beings Trump Supporters:  MAGA Gullibles MS-13 Killers:  Fear mongering Human beings in the womb:  Not your baby/not your business Antifa:  Same as RW nut jobs  Law Abiding NRA Members:  Could be terrorists Bill Clinton:  Your crush Kavanugh:  PREDATOR,44031,TIN,GRP,
6349,@USER Yoo our dogs should totally fuck,52835,TIN,IND,
11729,@USER I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs.,53375,TIN,OTH,
1020,@USER @USER All great American Patriots are the dregs of society in the warped and delusional perspective of Joe Blow Biden. He is a disgrace to America.,97846,TIN,GRP,
32,The only thing the Democrats have is lying and stalling to stop Trump from being #President.  What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK,12609,TIN,GRP,
7108,@USER He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw. His right eye which is connected to his left brain saw the hammer. #PSYC1101,13794,TIN,IND,
9530,"@USER @USER @USER @USER Obama claims robust economy belongs to him and Pelosi blames bad economy"" on Trump. These dem dolts are schizo.""",25791,TIN,GRP,
10905,@USER @USER @USER @USER @USER @USER @USER @USER @USER You said that if my speech offends someone then I should be fined/jailed.  I asked if you should be fined if you wanting gun control offended me,41538,TIN,IND,
8444,@USER Dog whistles the minute one of those SOBs use it  it's over never would I vote for any liberal ever no such thing as a moderate or acceptable liberal there all I mean all the same some try and hide there hate but they are all scum Your a fool to think they give a shit about you,82085,TIN,IND,
1332,@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.,67261,TIN,GRP,
7741,@USER @USER Max is the boss. The conservatives shouldn’t have made such a weak dud as their leader this wouldn’t have happened. Scheer tries to cater to the left wing crazies. He should be all in on freedom of speech but he coward on that. He takes the same positions as Trudeau on NAFTA,32143,TIN,IND,
290,&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests,77769,TIN,OTH,
6394,@USER The war on conservatives =ANTIFA,50500,TIN,GRP,
2888,@USER He makes a good point. Too bad that is a career death sentence these days.,21967,TIN,OTH,
10015,@USER FOR THE KOCHS AND THE TRUMPS AND THE POLLUTORS.. BUT NOT FOR WE THE PEOPLE OR STUDENTS OR TEACHERS AND LETS NOT EVEN TALK ABOUT THE THINGS THAT A MAJORITY OF THE AMERICAN PEOPLE EXPECT LIKE HEALTHCARE &amp; GUN CONTROL! NOTHING BUT $$ FOR @USER AND DONORS!,23593,TIN,OTH,
11339,@USER Ashole gonna eat himself to death,19058,TIN,IND,
4216,"@USER @USER @USER @USER @USER with the caption so much for the tolerant left"" ... yup you fit the description of ANTIFA . I suspect you are not a threat as I doubt you can attack any reporters from your mom's basement.""",29111,TIN,IND,
3417,@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.,45761,TIN,IND,
2388,@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,52236,TIN,IND,
3235,@USER @USER @USER @USER @USER @USER @USER Joe is just singing the old Liberal bullshit song and misrepresenting facts as usual.,34943,TIN,IND,
6411,@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool,29999,TIN,IND,
8440,@USER You are one of the mastermind of a big syndicate at BOC.  We will not forget. You will go to jail!😡  #FakeDrugWar,68624,TIN,IND,
2215,"@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary.""  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head.""",83594,TIN,OTH,
10278,"@USER If anything, wouldn't that be a State Law?  He's running for Federal Office.  @USER thinks Texans are morons...about this and illegally claiming to be a government office and sending out summons"" for money. #maga #Texans""",45720,TIN,GRP,
8744,@USER He is nuts who would have ever imagined that the US would have concentration camps......he is the devil,69673,TIN,IND,
13166,@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .,84499,TIN,IND,
12858,@USER I simply disagree Flotus. He or she is exposing the egregious behavior of your husband which no one else will. Potus’s actions are hurting this country. Words matter and style matters. Truth matters.,49433,TIN,IND,
5152,@USER Gutierrez: People Died in Puerto Rico Because Gutierrez is a racist Hispanic.,30219,TIN,IND,
4288,@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt,83279,TIN,IND,
5524,@USER Why aren’t you speaking out against the injustices that are still occurring to the Windrush generation/black Britons whose records Theresa May destroyed as Home Secretary and whom now she is deporting as prime minister? #InstitutionalRacism,79353,TIN,OTH,
10123,"@USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now it’s the tallest.""""",51194,TIN,IND,
3584,@USER 😂 NIGGA hit em wit the o well lowkie,58303,TIN,OTH,
2617,@USER He is a big nerd it seems..,46954,TIN,OTH,
3670,@USER @USER make yourself useful and  go bury your head in the sand.,49740,TIN,IND,
8783,@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..,41240,TIN,IND,"
"
11546,@USER Is it gun control OR anti 2a?  I haven’t seen a single ad attacking 2a.  That’s just @USER rhetoric to create fear.,38487,TIN,OTH,
7878,@USER Guilty old perv,54929,TIN,IND,
1490,"@USER Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?""",81553,TIN,IND,
5894,@USER and sometimes these edgy bitch boys are not secretly soft (good trope!!) they are just straight up.... abusive..... this is a very thin line to walk and dramione doesn't walk it well,89665,TIN,GRP,
12785,@USER @USER That is the same old crap spewed by the liberals (MSM). They are disgusting!,78456,TIN,GRP,
2349,@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,41985,TIN,OTH,
2025,@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.,84321,TIN,IND,
